"","(Intercept)","beta_1","alpha_1"
"1",0.52751328885456,0.0638786532788915,0.335873929458227
"2",0.23666245738825,0.0609679539516455,0.168523046973563
"3",0.225609959820222,0.0624152097490679,0.154611404395202
"4",0.193204203030339,0.0558805680738497,0.136269570401918
"5",0.386846103727134,0.0624558801285627,0.245194428775381
"6",0.337568005756646,0.0567444597617526,0.227272291159127
"7",0.41909408968383,0.0590061527561393,0.263334634787262
"8",0.55762391754653,0.0669504039110224,0.33065697008717
"9",0.388935141347509,0.0577298638971487,0.253191246225327
"10",0.76026277025044,0.0648603182304714,0.436338797077093
"11",0.231854577240187,0.0570579771829947,0.168692127191063
"12",0.682812529274868,0.0580003324799792,0.463872595695401
"13",0.165758506682164,0.0632415278984098,0.128861132509853
"14",0.218302684572728,0.0521154916430992,0.149374992815384
"15",0.421557085942632,0.06179736518193,0.223234096042984
"16",0.292874374525392,0.0555731654538118,0.187387556617851
"17",0.533297703977376,0.0659870727881209,0.307583673345284
"18",0.259788167967006,0.0478356869689201,0.133369573196174
"19",0.241995503951569,0.0603659402873529,0.178118451827078
"20",0.439665747930798,0.0570441947128388,0.266297582366235
"21",0.646765997067785,0.0628155686957141,0.371860691704255
"22",0.273529324880309,0.0576609348997181,0.173219603282136
"23",0.198661510252842,0.0533013725483581,0.143867056395106
"24",0.0528714401542983,0.0459288563968821,0.0569155015438264
"25",0.287553998631174,0.0600140126762665,0.180073797109148
"26",0.554564258232934,0.0587537581537848,0.275240411933043
"27",0.36550289743003,0.0599616000488167,0.257109111198195
"28",0.103774834489501,0.0492885418758161,0.0777858786718089
"29",0.647101769966267,0.0632565777837108,0.395316817689806
"30",0.312954918026047,0.0633661473172235,0.214775151312786
"31",0.316226713701629,0.0703782952526593,0.224617235714782
"32",0.372839672635521,0.0654068444662063,0.228679821649986
"33",0.332672084612314,0.0620631427969509,0.183734112753022
"34",0.345048149010615,0.0690079631100639,0.219678858342123
"35",0.407423238992215,0.0640442599423079,0.252394227455497
"36",0.428517831353505,0.0658885760494509,0.255206858168204
"37",0.485184397350696,0.0662055111394845,0.288647973963118
"38",0.267151165642522,0.065856540291125,0.183949178910949
"39",0.397255273702987,0.0657477359490293,0.237377765760774
"40",0.518946292010663,0.0649149416776515,0.312883635274325
"41",0.588038715085615,0.0622305989800501,0.417513717192459
"42",0.326510706629692,0.0655811620265772,0.20985178767025
"43",0.0970022047767167,0.0528549596802067,0.0950456842851103
"44",0.288729147136741,0.0591769012143949,0.177183263374241
"45",0.260646848939197,0.0645510897751466,0.172282887263536
"46",0.249124647015785,0.067071660030063,0.168904455473403
"47",0.227917805920532,0.0594793240360584,0.186303198946075
"48",0.250279210176315,0.0658352699448837,0.186616383346537
"49",0.36434837310293,0.0662905298738462,0.220834053051014
"50",0.715099148081788,0.0663269878609895,0.456978078871617
"51",0.349030289195325,0.0633647659904955,0.218189645582879
"52",0.831361650469061,0.0668379391494872,0.460404369921039
"53",0.648434730774498,0.0604894776011372,0.399079249654096
"54",0.628345199351145,0.0635114678050299,0.30674430890957
"55",0.503276200187247,0.0609236823732331,0.290980286706153
"56",0.505718621128089,0.0608475132315375,0.354534128027228
"57",0.525641656281398,0.0684164358135998,0.320017338791696
"58",0.38080723262685,0.0687097033468419,0.249948128487447
"59",0.721063911190114,0.06842901359822,0.480176589419349
"60",0.313747523977511,0.0647271653605553,0.174409811450673
"61",0.0833126761108446,0.0485699545652568,0.0688351142748996
"62",0.33123633495278,0.0660751080896646,0.21045742624038
"63",0.317105193689704,0.0679233134356857,0.221536287075952
"64",0.442078235544019,0.0578544340218394,0.281706586733922
"65",0.323787954306303,0.0655018706091391,0.217236159855953
"66",0.550467486510421,0.0561864763239153,0.325118151727424
"67",0.417631366540998,0.06186726802503,0.267373590850791
"68",0.540577620408117,0.0686928305243912,0.323436429861716
"69",0.574407894947276,0.0686720561104339,0.361046537483959
"70",0.279357395414398,0.0650455928143609,0.202875303241957
"71",0.537720795964925,0.0649189003617999,0.306998576842684
"72",0.347015278618178,0.0639120276186936,0.203711484548022
"73",0.37598512936482,0.0625440872381794,0.244435391858646
"74",0.36913700544568,0.0664290872343959,0.220872611264666
"75",0.277087973902413,0.0605950735232565,0.195354245882547
"76",0.477306266111961,0.0532235922732226,0.297956270988146
"77",0.633061833137212,0.0602949975670129,0.371858718946906
"78",0.415407555962392,0.0581277399403558,0.249438221723079
"79",0.45169448054787,0.0583209594390209,0.30907242243817
"80",0.51643212242508,0.0609604519807975,0.315552632745606
"81",0.470011313234764,0.0648654420982832,0.258071624432458
"82",0.352203365160099,0.0654222767121529,0.218134114323185
"83",0.546620236887769,0.0676279349417639,0.309011940258626
"84",0.325206651896295,0.063572978487226,0.202485666779321
"85",0.301464021716619,0.0632288530157115,0.207779579040399
"86",0.600888773699323,0.0665209458633445,0.327692870607533
"87",0.0770693422738004,0.0447596438739684,0.069631395133361
"88",0.571056426599723,0.0677196015639376,0.373012458239383
"89",0.51506359302701,0.0671576511398626,0.317935079287006
"90",0.418590687660724,0.063884044916873,0.241831174131456
"91",0.464081113651313,0.0616680438563998,0.295990952441416
"92",0.116410876558619,0.0417617533156975,0.0891638339990706
"93",0.311539346410672,0.0598051584111699,0.196964256134215
"94",0.208642217802199,0.0622267536564482,0.150657083834299
"95",0.183392398470241,0.0514803428646244,0.124319385636439
"96",0.525376683033088,0.0599031457354447,0.353335015933421
"97",0.344488630257827,0.0615478956538781,0.237121751509605
"98",0.217747573313532,0.053507337757077,0.148350652172815
"99",1.01265896226517,0.0584054435173745,0.578127192514284
"100",0.358378081187521,0.0645321093046255,0.227240761799625
"101",0.0716111562315134,0.0444044349586787,0.0651678815286021
"102",0.370199775155898,0.0587477698020093,0.242004271959647
"103",0.437987090400138,0.06579829146134,0.256457100196454
"104",0.288410955295555,0.0671655426143931,0.171111257440971
"105",0.322054110815394,0.0642640396797537,0.232173014264476
"106",0.369618700568379,0.0612996503888081,0.252316583067116
"107",0.44562917027649,0.0593846591532744,0.258422319681519
"108",0.28166467728741,0.0583729598606487,0.182196424254958
"109",0.506885450178703,0.0671074717053228,0.329759757757815
"110",0.197738689080809,0.0590238665332681,0.152822538992335
"111",0.194136785545754,0.0576281132757812,0.13826450228551
"112",0.175236857346881,0.0481474347438461,0.1291587341269
"113",0.192636297646572,0.0571599045289327,0.132627501934946
"114",0.688558150374438,0.0662417245511839,0.391785662559318
"115",0.357450638931614,0.0626541331715247,0.221436656115742
"116",0.336118502999937,0.066288645439299,0.221436542724242
