"","(Intercept)","beta_1","alpha_1"
"1",0.122204203984402,0.0353909861099704,0.0654380474311791
"2",0.142566895528297,0.043121440582034,0.103631303068854
"3",0.104382785117207,0.0336857565572912,0.0610205424182545
"4",0.137428439045563,0.0351959330416406,0.0761752748931716
"5",0.146646309738412,0.0452171327861331,0.0959874831644651
"6",0.169810542402667,0.038549275729226,0.0903644438741795
"7",0.217627914581172,0.0376977791129749,0.106676213156117
"8",0.0974333328469614,0.0421406339798982,0.0749461588641005
"9",0.160596806489359,0.0382774729185783,0.0788541902059262
"10",0.14135662555202,0.0364861687924872,0.0810659102069418
"11",0.118908092560518,0.0437220786879641,0.0806365777655995
"12",0.24569595805012,0.0447570952550894,0.15155863178321
"13",0.131984593455267,0.0401721984934751,0.0901061862630058
"14",0.138729348448344,0.0355834715235131,0.0806558378432704
"15",0.11463745668736,0.0348055238286816,0.0627708414914589
"16",0.149653474410478,0.0372487764949478,0.0813708945957082
"17",0.0979906791393994,0.0332510797197474,0.0571646543600598
"18",0.25221009088136,0.0394791059283798,0.122846414618604
"19",0.183715489912793,0.0450905027062182,0.112529530920546
"20",0.145076395762868,0.0435884051091625,0.0993009987135895
"21",0.153696772607144,0.0387569682855312,0.077303875912218
"22",0.121106084094987,0.0435087922638217,0.0861532879967029
"23",0.134562634821048,0.0421766850647448,0.09124757170783
"24",0.14338169155495,0.0414328291115697,0.103817189808439
"25",0.1403823983143,0.0354954308111367,0.0826067956177379
"26",0.108663184614908,0.0338615059622412,0.0646503207304875
"27",0.200607761428791,0.0385496583780357,0.0941733989293791
"28",0.166229072354294,0.0425983823008825,0.100883005778113
"29",0.125328613798439,0.034109050975502,0.0728250009866663
"30",0.115494427983627,0.0413126809518823,0.0829187413722237
"31",0.122365264538906,0.0403329775006434,0.0829880345219911
"32",0.126496863629861,0.0349704053941419,0.0691088558942063
"33",0.175976719665087,0.0370346211205962,0.090614822730187
"34",0.170105518183237,0.0454073496300399,0.109219021652034
"35",0.177710400185877,0.0435154493872463,0.103471503858802
"36",0.152316885935551,0.0360505137813113,0.0783391070634513
"37",0.186700635783094,0.03956581018811,0.0981876268634603
"38",0.185524518308945,0.0438662225214161,0.110014649665702
"39",0.149902234532519,0.0384842381977727,0.0827505033419338
"40",0.195559138414486,0.045767204087453,0.116907934232822
"41",0.116545497105277,0.0441433509506978,0.0817568175040183
"42",0.154199193169147,0.0387064835231439,0.0795671701788485
"43",0.191137318947906,0.0388680018400615,0.0950635875595317
"44",0.181478454597011,0.0370703596829965,0.0919811374787598
"45",0.179022111269744,0.0428488554762265,0.116250559098766
"46",0.16235190876008,0.0438887343901983,0.105513200826372
"47",0.128059411050563,0.0348653600419713,0.0676587876569925
"48",0.0867234754916659,0.0305546697360087,0.0535561308664213
"49",0.165744386851446,0.0376919764509646,0.0831013762129142
"50",0.162256273103414,0.0358762297520996,0.0870392566791102
"51",0.114642833361921,0.0349396008316199,0.0672306203605147
"52",0.162149662620342,0.0434525906413612,0.103386468234015
"53",0.134107354708356,0.0409177855616366,0.0922263477107117
"54",0.159841507274081,0.0435033890771737,0.107671016924438
"55",0.124237274339743,0.0339671516996828,0.0675606879266561
"56",0.186416177668134,0.0449463232259299,0.11423478772565
"57",0.113630989176956,0.0388824585898876,0.0809375825511144
"58",0.141766842432691,0.0424706784240462,0.0956212299272324
"59",0.100117135096601,0.0348899978691768,0.0558342237145125
"60",0.123088408562497,0.0361143900526559,0.0670293018780314
"61",0.12928939882822,0.0411343654450035,0.0878521181535747
"62",0.180267666077217,0.0445164033477537,0.114216687393247
"63",0.130808933833242,0.0409942831293002,0.0870179560447326
"64",0.120476311221523,0.0360106732996303,0.0626356521953194
"65",0.236138669498977,0.0419908396718541,0.111570552827302
"66",0.164050877874928,0.0371241207632218,0.0876752083277236
