"","(Intercept)","beta_1","alpha_1","pi"
"1",0.488390442756463,0.158946885406956,0.526806037161794,0.797411176225221
"2",0.944457514100501,0.135048227204484,0.314063441885522,0.835673992583846
"3",0.746526868876994,0.220667175087208,0.373241005347359,0.822144436298606
"4",1.02974452482215,0.196560262606087,0.157265850259688,0.793512031410028
"5",0.420028625733492,0.165939455192062,0.557788468981894,0.816626681356925
"6",0.891713455893875,0.243814457757535,0.31047015120092,0.738348765921057
"7",0.834306898523746,0.238079317934789,0.324265745240548,0.787682237070402
"8",0.96553610191555,0.287034088200779,0.173380480209764,0.814415459932487
"9",0.825777111035412,0.246064571665232,0.287180062661701,0.810257805242016
"10",0.836115599843757,0.197912754001676,0.368145714212162,0.78506246066159
"11",1.08820803029276,0.244894749575857,0.154089178827994,0.794779869172446
"12",1.43388064484728,0.214894620404671,6.82582072649508e-11,0.803678928982828
"13",0.529309663136951,0.209495601808398,0.449880733271965,0.843381548629068
"14",0.368038164845114,0.1240483137264,0.647676845880602,0.736533788818311
"15",0.660575654321857,0.158111349192826,0.494811025106052,0.796830649849343
"16",0.679405051472954,0.177276159575707,0.401346388637591,0.860894619563591
"17",1.209209591226,0.200420238893215,0.136269802092989,0.784046149776003
"18",0.649219456109446,0.253699904668701,0.401994756123648,0.820528145711013
"19",1.22343067476954,0.247623204781817,0.0555440092651081,0.757720242185055
"20",0.718626978999942,0.306489560651148,0.300601076342316,0.806146353863652
"21",0.902762866834192,0.207457564748296,0.313912208170042,0.801399683458835
"22",0.645118949957302,0.156246392964828,0.478989056240485,0.81670997105556
"23",1.06454128243145,0.273914966315551,0.137855793758957,0.793433634646574
"24",0.572370429338573,0.175307605883332,0.507777302097266,0.81882772384644
"25",1.52726627888158,0.17454263278325,4.61492490854472e-10,0.814178536425668
"26",0.558263226410468,0.231841681757916,0.458101252399184,0.776626441965282
"27",1.03238835652347,0.185483912267877,0.206536386569479,0.774225598054547
"28",0.715084389933826,0.163968347351458,0.411205731820781,0.818314690738225
"29",0.658005417012956,0.174602653256865,0.503449097859673,0.791074565070357
"30",0.614624176659059,0.205246907348101,0.39846095258279,0.75764234136932
"31",0.920500201345618,0.302608135070891,0.256331225409869,0.761017671982489
"32",0.997355714742994,0.126481077552868,0.208596542873227,0.762477995185774
"33",0.625783367493194,0.175815809071867,0.441920361756072,0.778750203745692
"34",0.463599549771675,0.160137403255909,0.554925806807671,0.761580823578612
"35",0.821331855121316,0.151294614222562,0.389376128641879,0.812397241445893
"36",0.934417574649991,0.26625666757176,0.134485747256698,0.797673046742507
"37",0.696059480885566,0.170960723439378,0.485133458272405,0.813613996397682
"38",0.469221681929186,0.195460218883508,0.54218611558571,0.793844626531351
"39",1.21975076970976,0.301833819072553,8.07996578977609e-12,0.78927042629867
"40",0.76956490616414,0.256095076719506,0.335555412120223,0.823383971282812
"41",0.366222270489297,0.170394523093606,0.620029809757982,0.794370996463064
"42",0.420523866895576,0.159552332775949,0.584469460260386,0.813069947897137
"43",1.3732238400612,0.202679088681934,2.0921230539268e-10,0.77103621637979
"44",0.371083073712535,0.161732727271071,0.611469337394425,0.807477072006716
"45",1.04975741711847,0.143817879334085,0.252579534608013,0.810072571501263
"46",0.924347522371307,0.199658251493771,0.279344210162864,0.862922069903353
"47",0.577363469596911,0.165567519618793,0.535198154839045,0.788994828463261
"48",1.05284210192204,0.101343847933229,0.326932083543132,0.775353374333097
"49",0.458425791138112,0.142198631696852,0.6088436714824,0.798862705982558
"50",0.43361109001663,0.183808299078626,0.592622983040377,0.809674489573284
"51",0.847565464216658,0.20709922613169,0.317584093840243,0.803976155795776
"52",0.622506480750976,0.144880958152362,0.478668542515883,0.846257665179932
"53",0.732179855191054,0.212928874129,0.390430945666711,0.797453427754019
"54",0.874218679187055,0.205177646324917,0.34229036820423,0.828154525604012
"55",0.525864676852154,0.186839000116653,0.539118513146318,0.766010292377701
"56",0.447816328876845,0.195156457843724,0.55226866213567,0.807925314974101
"57",0.430505228530343,0.204907679702003,0.564082261196127,0.805672886008642
"58",0.598448771013463,0.156914275783871,0.518540876222413,0.827708856182137
"59",1.21238674746864,0.190263011078093,0.0415657497858121,0.777831953882372
"60",0.97639670013599,0.254375388718954,0.215551486270733,0.790559450028158
"61",0.853280628135131,0.228959344604844,0.297588098690638,0.820292510031917
"62",0.755817635406153,0.24279428757028,0.359170694457265,0.820479347544494
"63",1.33697870065659,0.203416624125622,0.0749712990460563,0.828329136065294
"64",0.921853418351864,0.299904212265522,0.0991573144632943,0.77697124874693
"65",0.585224265661911,0.160322397070481,0.455919766189801,0.877379086777526
"66",0.683967972488797,0.203856292045704,0.411241888620942,0.771912912858847
"67",0.94403693445193,0.239004851611981,0.257899654620133,0.782568251566247
"68",0.690273938886026,0.199931353903875,0.403713555141184,0.761772144521906
"69",0.737201330702273,0.199539558367599,0.375187032449072,0.762942178455384
"70",0.409499790975979,0.164025048312052,0.587450050113384,0.782880530521518
"71",1.0709919645321,0.188518585724391,0.193579754655336,0.817546041095937
"72",1.1603892080878,0.24967667250345,0.136972897540322,0.826788471100117
"73",0.848700603700703,0.19989905552821,0.290782968081973,0.778534067537048
"74",1.18172209441151,0.192711709103693,0.162951647681284,0.770555474979736
"75",0.600508717431527,0.227157748063893,0.422407089425639,0.769007241991468
"76",0.944471240542582,0.238469710790908,0.258620007425834,0.813307010075675
"77",0.700720762162162,0.230934394363305,0.371442848608023,0.778297651578358
"78",0.674641702525878,0.193849516483008,0.45368148810283,0.796231696642958
"79",0.486038760906648,0.173854499317779,0.556348179117407,0.791908013294492
"80",0.789073045353,0.222547549645545,0.348054159200778,0.787359742214968
"81",0.627154166943144,0.185295168911089,0.41475753499674,0.804311722971692
"82",0.66900025899004,0.249932998298644,0.404610707848165,0.75131062234837
"83",0.86338513137143,0.225208328001188,0.244558844492317,0.802881178073334
"84",0.935111055310466,0.231920701209579,0.226923564374059,0.775512339963158
"85",0.873324433277335,0.244128106339562,0.254388229331575,0.817418054773628
"86",0.387815696541679,0.194528844046272,0.574265552611212,0.804028682709675
"87",1.28953254424067,0.168248092659847,0.135825395342084,0.75915776239804
"88",0.860748629733064,0.291051942676713,0.193401573725398,0.796838979875512
"89",0.636289929429419,0.162965583089529,0.473979251967315,0.827953332913553
