"","(Intercept)","beta_1","alpha_1"
"1",0.179569368895007,0.0355765868418246,0.115164682889737
"2",0.180131748703891,0.0344067215947718,0.128786183559461
"3",0.166426929207841,0.0349116690285961,0.109866296280681
"4",0.207524461861199,0.0362354203219419,0.133876886175498
"5",0.220535083255572,0.0393381888626774,0.133366289068197
"6",0.188517610051484,0.0345983771009042,0.120408830634302
"7",0.22130413827593,0.0369904640652206,0.131392388672971
"8",0.169374387395725,0.0362199044354508,0.114488899059694
"9",0.207339059650624,0.0370731158811503,0.121788464684685
"10",0.22852994207706,0.03528622617118,0.148191682426779
"11",0.15645003037281,0.0343228945377332,0.10868883305618
"12",0.155437072877557,0.0361281607248619,0.117608953693718
"13",0.0580231111492658,0.0273473728586592,0.0485155322508165
"14",0.126637496134853,0.0340359249163605,0.0908236560581469
"15",0.192356117493004,0.038055042927671,0.110555382089015
"16",0.157530132254453,0.0359413310758417,0.105879108025381
"17",0.149909572175789,0.0360574141740623,0.0985792979852994
"18",0.276122891756248,0.0364133572035288,0.181166867355655
"19",0.225316455093271,0.0371858676106386,0.143026935703646
"20",0.154074299439195,0.035550935081078,0.111654100743274
"21",0.315375017108241,0.0366128883220124,0.188060590764645
"22",0.17611985643161,0.0351340005124299,0.122217297725397
"23",0.189265391979704,0.0362589371729877,0.126104893497365
"24",0.166513330391241,0.0364677607166639,0.110800241104945
"25",0.181224952252466,0.0347758043134669,0.125192008747191
"26",0.191640619024101,0.0349316382611475,0.125906755541163
"27",0.274502975681855,0.0374343373992378,0.162907514595214
"28",0.165029775044135,0.0357480693789133,0.112072154047007
"29",0.203652933355072,0.0364059938577111,0.125937309343849
"30",0.154928040566983,0.0353718559585556,0.104805177546347
"31",0.266529978324813,0.0350843673126876,0.169169093820373
"32",0.381765355612161,0.0368111340694155,0.229163220905689
"33",0.271887838959718,0.0352423098925199,0.169105198435336
"34",0.177287346786026,0.0355149833866712,0.119200618627643
"35",0.315332418073819,0.0376841094415938,0.180911890478097
"36",0.150014556371535,0.0347525242471861,0.107562167323158
"37",0.142172331236876,0.035327345124342,0.0967285478788524
"38",0.215927752836926,0.0368270177331045,0.130842557443456
"39",0.190810475994926,0.036075359205474,0.129580465462508
"40",0.160736718802499,0.0348108306400697,0.102974066326731
"41",0.390041022561218,0.0364762047487758,0.229390231953061
"42",0.194420631571318,0.034764878579395,0.125123428006034
"43",0.222584575009633,0.0386358907248641,0.139739029305306
"44",0.116505530075002,0.0319524506587046,0.0829227754021088
"45",0.222236713750382,0.0360387092691032,0.141450091446828
"46",0.194491363456061,0.0365541008766784,0.126426538230779
"47",0.140475033553217,0.0350988635262575,0.0922628695508245
"48",0.186412646017269,0.0377703838873579,0.118427977026878
"49",0.18059228023238,0.0355447129477355,0.118778169653255
"50",0.205086573264002,0.0375970657524944,0.125644110855579
"51",0.354237936012419,0.0379253014230089,0.213015429132559
"52",0.181748454022411,0.0364374841595331,0.121813721669983
"53",0.228083976695404,0.0359900585163955,0.132873306457755
"54",0.312531133380067,0.0382401746110109,0.193559871257223
"55",0.229941786976823,0.0373698546043849,0.146795614067031
"56",0.387177016097918,0.0368286487718649,0.240016088392855
"57",0.190976155850509,0.0360275302283297,0.124970696929721
"58",0.1016614671374,0.0323123590824288,0.0738093348176199
"59",0.230271892537895,0.0363755526461203,0.140416579090752
"60",0.182583595153254,0.0380467779867444,0.115820777622187
"61",0.173444153218057,0.0364352364575678,0.118658679049836
"62",0.204035495081208,0.0364837662030228,0.134693278270649
"63",0.200238434976348,0.0374906827762226,0.1266687345195
"64",0.173288474616176,0.0370925368743421,0.120984186753519
"65",0.165049710137167,0.0360452216394411,0.113543590171883
"66",0.151159603152023,0.0359726986983945,0.101848672081208
"67",0.190205531996248,0.035717438815803,0.126935065836134
"68",0.231094131600171,0.0362723167472733,0.143928065168832
"69",0.201432436164633,0.0355949444924137,0.13143153514914
"70",0.22156399686261,0.0358144916996601,0.144082751824725
"71",0.204307562278115,0.0375281773055881,0.129800366332401
"72",0.185790899433239,0.0350418537664911,0.12115163497432
"73",0.21244292818441,0.0368952921890554,0.139407960306752
"74",0.139339211879863,0.0323108316019781,0.0992915344288869
"75",0.199923073343381,0.0332218369135381,0.125861334009902
"76",0.0717742640018984,0.0297049017148293,0.0556321821025941
