"","(Intercept)","beta_1","alpha_1","pi"
"1",0.590728233842636,0.356285192795246,0.365599742092673,3.86616909851522e-15
"2",0.544851723643367,0.283045927688031,0.397013569610886,6.57258589498831e-19
"3",0.446502440983455,0.307952855189236,0.48179825372646,6.33441797565575e-15
"4",0.612216880775865,0.30171121324994,0.394422862571344,5.13185828054572e-13
"5",0.71568341218418,0.38410667389409,0.235333425602655,1.04431561247382e-13
"6",0.724781143528195,0.299209945606405,0.341325291069652,2.70391908800565e-18
"7",0.957762741217965,0.274238690230725,0.275392730227426,1.41580386758653e-11
"8",0.376651824733924,0.289763071843218,0.520031875997946,1.87292267139323e-16
"9",0.817013504074357,0.373212687415129,0.240472920140855,3.91512449464173e-17
"10",0.533616157376752,0.263368158129867,0.470666709243147,2.67910924896994e-18
"11",0.565683699759001,0.387013399567695,0.328396099091051,2.60930881994335e-15
"12",0.865677489212409,0.235880774679133,0.287786252452942,7.12922391705455e-16
"13",0.456119233009179,0.235653425047757,0.526283324095533,9.82713977392187e-16
"14",0.484982648350559,0.243901304865483,0.515181229241584,3.81440385403141e-16
"15",0.535153866711747,0.357878259832873,0.399176802902178,1.73596492879419e-12
"16",0.6686809978588,0.320404699350054,0.349703059467435,1.50831943629214e-15
"17",0.42902816502217,0.329025780235149,0.476508068967418,1.89748165439244e-10
"18",0.975310604750148,0.252505785866413,0.290270865524122,3.96581930663741e-15
"19",0.777588254652122,0.312397655461088,0.284526524165135,1.37121596252348e-17
"20",0.589575168103517,0.304772320826245,0.373565800043176,1.66581507280307e-14
"21",0.71542727943103,0.366982428030721,0.304560607298268,2.18327586226555e-16
"22",0.483525138042195,0.315349450690718,0.428250813830709,3.13447261212622e-16
"23",0.49045892425531,0.266450974352359,0.480935957350031,2.4070647007978e-16
"24",0.528586335691202,0.250490685946006,0.442824551024646,3.63898205822472e-16
"25",0.424566886187436,0.192159700376822,0.602026160575904,1.51282522638872e-22
"26",0.444588296104763,0.288706645472059,0.498274519669622,1.41052310664121e-11
"27",0.911442246227939,0.310759941887253,0.282624762915632,3.58800731013152e-14
"28",0.784214523826966,0.329922828238267,0.271431593167811,1.47840295352909e-12
"29",0.478181888404721,0.259293957089533,0.50584416300829,2.81194415301887e-17
"30",0.465530706495314,0.295923656326458,0.456534290953917,4.16841603198273e-16
"31",0.456514512166618,0.26121504855893,0.508433074522528,5.53870899564079e-17
"32",0.60613753296158,0.337842025158983,0.374800477937555,4.44074497192739e-12
"33",0.711492934241324,0.275106277307563,0.390402690217638,8.83412286524574e-15
"34",0.711568033490082,0.318223594284827,0.306193582347553,2.01530934439205e-15
"35",0.921869161924683,0.36174488433441,0.174987555405589,3.32697084192193e-12
"36",0.603669443731793,0.292310557326742,0.43542552855675,6.55863063241473e-15
"37",0.819602117933163,0.313062480934393,0.278948963603103,3.20160296084154e-16
"38",0.855435354234428,0.325857505841992,0.240930113913891,1.84004533300733e-13
"39",0.635878733699171,0.327376554423454,0.360218126128728,8.00880826229665e-18
"40",0.995090780139072,0.351169745124793,0.110530221655643,1.85562548106124e-17
"41",0.49760984447687,0.351354463142026,0.397630502199358,6.26958768344388e-17
"42",0.739032735297835,0.368955245398628,0.279826429321083,5.71597910925122e-17
"43",0.832409653281131,0.300694477138083,0.304515330284365,5.15170244904288e-19
"44",0.724708882055274,0.272689064015948,0.388216784364933,4.73264520334979e-17
"45",0.626762554994421,0.242511259707615,0.422647102215154,6.1514132562813e-16
