"","(Intercept)","beta_1","alpha_1"
"1",0.125205504817295,0.0315660242555997,0.082717270573452
"2",0.131095666827546,0.0315999550575534,0.0872415977370596
"3",0.0979749468982698,0.02484561419447,0.0493147039012284
"4",0.0827692197421108,0.0253779672936864,0.0478108398992947
"5",0.108312300581034,0.0309024017749618,0.0701405094248315
"6",0.104322221431198,0.025246493701145,0.0546134804648923
"7",0.101205986150618,0.0308966355658392,0.0688048390135982
"8",0.134326235118795,0.0314370714626033,0.0835386682443929
"9",0.0983398046463,0.0257329501610306,0.0499751594985727
"10",0.118084651770442,0.0314150099832655,0.0727748628042147
"11",0.0917488502830769,0.026305140323223,0.0502420621999835
"12",0.112274748797583,0.0306251761228061,0.0734717179956434
"13",0.147417144830851,0.0311005351683002,0.102532810253736
"14",0.117121934046674,0.0317901668527399,0.0727087495593373
"15",0.108759247752854,0.0306574148561981,0.0686846182562524
"16",0.128376073863503,0.0260893926107029,0.0664250180036673
"17",0.10917154029804,0.0272173036158377,0.0563088594323986
"18",0.128051584800557,0.0273015728649157,0.0646748518366185
"19",0.1146446757257,0.0266325873737181,0.0542930385167788
"20",0.0987828963502344,0.0255281895684397,0.0520253557137698
"21",0.117720042274107,0.0304457959575887,0.0750527207314926
"22",0.109569657205317,0.0310880173182111,0.0685087185747618
"23",0.100053448526507,0.0259427575207029,0.0546809539015806
"24",0.135467235397093,0.0320008996624183,0.0782028726686916
"25",0.100150032314542,0.0259094432332044,0.0507704083680054
"26",0.0914329923582572,0.0314774720646543,0.059751310002016
"27",0.104132911190658,0.03101620088533,0.0673070693519105
"28",0.10455881707999,0.0263134131953446,0.0545877875101805
"29",0.105622314873241,0.0316471373758272,0.066152228950922
"30",0.124995595533836,0.0308764825797073,0.0817451284783367
"31",0.0868962949280197,0.0293999206688796,0.0598249341157059
"32",0.141653076681941,0.0269691112245687,0.0706373569859888
"33",0.0967647926535969,0.0257585328119003,0.052809322075129
"34",0.111197023186022,0.0310071244248106,0.0706964486636586
