"","(Intercept)","beta_1","alpha_1","pi"
"1",0.540765369540805,0.230392668518468,0.474638963283472,0.675329405576193
"2",0.676839936285812,0.227183445093342,0.393796244833036,0.732893039421976
"3",0.510095306799619,0.302440772663927,0.456017749576493,0.740291799174206
"4",0.601891200911896,0.339084640142478,0.355935841092405,0.700814458111555
"5",0.569351410043273,0.29695097709553,0.405930771110372,0.709218514844649
"6",0.657039394565539,0.274032649354022,0.43540106441122,0.741041031145246
"7",0.463150327118998,0.261549437875463,0.4901595795657,0.709975965189795
"8",0.652309901022538,0.298722751552014,0.366895182169558,0.745892199151061
"9",0.537816601277806,0.343986739758709,0.397855484485198,0.734978201092778
"10",0.798826104247958,0.31078334475013,0.278803789817225,0.698652671388901
"11",0.477577608597414,0.339693613621543,0.430459507310997,0.763460458872812
"12",0.651245761052952,0.249197323325021,0.426867908311092,0.719035192884782
"13",0.505189070415162,0.178132361680238,0.503192447690529,0.678888451294562
"14",0.609346484878835,0.326226316607257,0.360729156047593,0.658186527266737
"15",0.60643445150341,0.330237572653685,0.355913046717392,0.708141434328532
"16",0.503955242616789,0.231570434639883,0.538057364016785,0.748339629546176
"17",0.749008491728351,0.36215208170375,0.265934851327016,0.724906975291862
"18",0.772782732035218,0.314846881480375,0.288771454416089,0.706009140697192
"19",0.751931302862591,0.37180299282222,0.273506301424342,0.713805666236576
"20",0.630510010338193,0.320344956277806,0.370126503147001,0.721151696418252
"21",0.743508034123798,0.27968009078021,0.36363466456971,0.728117091872622
"22",0.599409335618367,0.318632608715458,0.3800641391615,0.693126674099282
"23",0.646461099779015,0.309241138425172,0.364921773244301,0.732680685989399
"24",0.845903317107047,0.322924285728977,0.249573260792771,0.765883444259685
"25",0.734931513813177,0.331408867552422,0.29753293693403,0.756234329521893
"26",0.600555814833402,0.431712428754013,0.257673834006811,0.679087910312311
"27",0.56914968855279,0.311386279924478,0.407658870022122,0.745424333575163
"28",0.668981137393973,0.354333264196991,0.349193447726814,0.728317420813609
"29",0.652084045180333,0.349237377643034,0.319085002483172,0.725166620293661
"30",0.484649698043717,0.23266271165411,0.50605104966935,0.720037357824566
"31",0.444329532028004,0.224983500708791,0.547121134388736,0.7715312143662
"32",0.846676157130579,0.264478156714236,0.336172188282869,0.731911482018889
"33",0.51818272009232,0.294558950880466,0.451516138899014,0.72539894052736
"34",0.533853558507781,0.250790195059792,0.463150957467074,0.684452622942508
"35",0.699392482204292,0.272150693245119,0.430320786530274,0.756580351172664
"36",0.626111047609414,0.327426871514335,0.357383803576373,0.671498620406531
"37",0.978259213424611,0.339003486819241,0.209696686987379,0.696416902735302
"38",0.75568476185402,0.311708925153445,0.305450001780203,0.758536447056801
"39",0.414293336313112,0.26435901627372,0.533733659408281,0.729812637017907
"40",0.750254607468844,0.252463427972282,0.350024914171018,0.754578075876942
"41",0.651409163223562,0.312130657449482,0.364104245305569,0.706997321771499
"42",0.716576852507542,0.210171007196459,0.415489716883066,0.761101421579597
"43",0.631781536674857,0.264975638765307,0.442465209490461,0.800872962258492
"44",0.677383269969941,0.32130780349124,0.362033136083195,0.740145600836305
"45",0.521504542632921,0.302318813076973,0.442071569675477,0.719092691469713
"46",0.475507683646934,0.296303355843661,0.498365277993053,0.727816777476077
"47",0.586186401946624,0.35687420415909,0.386298580253317,0.708415416007063
"48",0.632950146537352,0.231001965935007,0.422937511994185,0.679052737069697
"49",0.496272448395793,0.250915007956443,0.47205505516504,0.775672854416344
"50",0.644910976363402,0.309191962552804,0.364654077602546,0.702045777810896
"51",0.532735995083884,0.352758893626379,0.413219557765005,0.723461339765413
"52",0.793894254274176,0.274866593852045,0.366290029070116,0.725420507607023
"53",0.682441609377359,0.286299622579927,0.37705637403434,0.762238458080153
"54",0.549487478468865,0.32472914734949,0.433568584136909,0.780386534553652
"55",0.635353732454386,0.305248933427673,0.344413310998083,0.714558557166127
"56",0.689265027806231,0.35014877476445,0.304712403020404,0.662505444009524
"57",0.709563075292601,0.311708242317557,0.336676916424251,0.74670683887968
"58",0.859837084092612,0.30845145344836,0.267847673371225,0.751861956297018
"59",0.646921795178313,0.307759254839472,0.384839377520615,0.809338251454163
"60",0.480531474209477,0.286261073749789,0.480949667867443,0.757781389481424
"61",0.884850329439698,0.316774623660602,0.235509908805232,0.715590908530632
"62",0.615188651095808,0.293084414324008,0.402578225170583,0.710299356007715
"63",0.603319967716396,0.265677554853782,0.417549797249028,0.720212185225609
"64",0.616271560155445,0.329301635162827,0.370801018070977,0.748379261593215
"65",0.767649764289376,0.294899216416047,0.321487674177317,0.731380436372005
"66",0.740690013547826,0.353036411129108,0.274290563367515,0.769193011249318
"67",0.670129977317561,0.254878113353222,0.411231099959218,0.745727823820236
"68",0.818333294603235,0.341290943928759,0.284265357829045,0.781803636041755
"69",0.721684252197722,0.323423741632116,0.310110718665891,0.730447280075453
"70",0.712932948424074,0.339959266804161,0.320652032075921,0.726415505342788
"71",0.599567252955965,0.271025150733859,0.427614497366283,0.735678144180723
"72",0.546156311469877,0.289802162325552,0.444838162843866,0.789196988150087
"73",0.422695920330996,0.310578250386587,0.480541947948742,0.765426939877729
"74",0.702480958205227,0.331170761748027,0.303382944440247,0.779351123276162
"75",0.613289760064574,0.308222189340635,0.36292137768221,0.722137412398063
"76",0.483177148540387,0.338736330816497,0.415112795229056,0.729884640281566
"77",0.670793014622679,0.34489839504435,0.347786209829153,0.756746350813486
"78",0.609939054919389,0.308782947149559,0.367314238161522,0.72298982010107
"79",0.729819234573805,0.303312776714579,0.358819979451468,0.747960674157366
"80",0.417055919812915,0.288656198756169,0.484809897296505,0.718156197145982
"81",0.698508914185903,0.370608013089076,0.317194729759625,0.749393955609282
"82",0.615129049959115,0.329118331523845,0.350363951779769,0.719256676951942
"83",0.643199941199015,0.321542482159303,0.366014953573264,0.723786316262838
"84",0.709851092525701,0.318841028995527,0.304844375691543,0.718427572463148
"85",1.0881483438108,0.311482777075546,0.105563240384831,0.733163441733734
"86",0.825746911992923,0.323284070524982,0.243419282016235,0.695452398167676
"87",0.536010170494992,0.305944848998982,0.449856061185727,0.770247875262751
"88",0.823746497159477,0.24590556399173,0.279738195670159,0.715171636457063
"89",0.627387906298866,0.268826235562537,0.443674978501309,0.744188336913417
"90",0.810961202293476,0.304909959997099,0.238727118589252,0.674969864122413
"91",0.825882296537706,0.295180867206803,0.294680749458788,0.683825113240878
"92",0.606511202419215,0.309985850960151,0.400514156952684,0.769373329258683
"93",0.388348258425338,0.296872901888108,0.528606180328442,0.780235544160873
"94",0.484107982211369,0.305931020265572,0.44214329517386,0.679387019103993
"95",0.582859041580276,0.29502919519238,0.409071257773567,0.724986980050491
"96",0.526774020451681,0.208849046596218,0.526964908403146,0.740189740185137
"97",0.536903945585191,0.278706062045724,0.443219322224254,0.671923584530442
"98",0.761171183130946,0.362999761804782,0.287042232617432,0.766470030174592
"99",0.617210154808755,0.270983200582923,0.440888367112756,0.77939511265206
"100",0.695391593785633,0.224856125207671,0.424180318121991,0.75046065273923
"101",0.710772468044629,0.292932624330355,0.316988857544635,0.694572619133551
"102",0.50222866587126,0.331773250297268,0.423181049870161,0.712091152145968
"103",0.651012365794315,0.315262165464151,0.314672170434913,0.723970090508997
"104",0.50989201937203,0.269540938119119,0.46263273372173,0.707828973506009
"105",0.490930244123094,0.245723647599582,0.474188441703922,0.711138989127588
"106",0.59922181275021,0.309370863307415,0.394863604124901,0.750169501229776
"107",0.702096885205846,0.289476180199901,0.341703336948546,0.641538544809995
"108",0.737042667749035,0.276713573654293,0.415636282444761,0.784294744131101
"109",0.491856137097757,0.264386460972053,0.503162404392273,0.758434645328493
"110",0.635941135902642,0.309018035244816,0.375766269843362,0.762349897316543
"111",0.580498720143771,0.275816989589658,0.438180291346533,0.701355449836107
"112",0.621148701244057,0.267654495965065,0.3625783948824,0.69955548506856
"113",0.559557161378919,0.233204837689576,0.453014404950975,0.738678290563532
"114",0.650615762837095,0.284761865692474,0.399989377616269,0.788753103971276
"115",0.580389683886246,0.299871335556173,0.451953713356987,0.780262929537381
"116",0.476593878861803,0.296719838734323,0.454081158259759,0.719601543363396
"117",0.450269690461935,0.256198816611218,0.509106771912834,0.756852450216654
"118",0.667625836299939,0.201656889604889,0.409064363653633,0.722581330811279
"119",0.571084044008992,0.348328534161527,0.397157487264133,0.724987297064339
"120",0.70387410175686,0.322181116563442,0.344905133885545,0.808227998102585
"121",0.623444084827763,0.320179986614357,0.36026219692853,0.755067027975905
"122",0.456544996035496,0.237805290758514,0.511432492789511,0.700465847664971
"123",0.689741989502055,0.251021285070709,0.424629044982459,0.717170394334252
"124",0.595747914232361,0.323683542755454,0.398152870918829,0.714773126313244
"125",0.753009534028501,0.339400497150698,0.276044161891687,0.723676999621094
"126",0.332984747791957,0.187396202056629,0.637022334023411,0.743281426594119
"127",0.579774112941145,0.30121019006939,0.43079639477574,0.756224694834134
"128",0.608054109151164,0.294252819947185,0.3493571395964,0.679180043692055
"129",0.380656295704017,0.279798205896497,0.55216450451887,0.725874607436162
"130",0.616384658746864,0.296541512148054,0.41250645052285,0.763356433767011
"131",0.682384477177559,0.284759788808989,0.362162238691137,0.716920593309163
