"","INGARCH(0,1)","INGARCH(0,2)","INGARCH(1,1)","INGARCH(2,1)","INGARCH(1,2)","INGARCH(2,2)"
"1",774.401909311207,776.401959374277,776.402022461898,778.401829935046,776.845012481213,778.850520613544
"2",881.833493855012,882.602854771447,883.327295935871,884.602857839179,885.327267094891,886.605839176678
"3",871.966714746631,870.541743553163,871.161907601828,872.00452182891,873.1619450385,874.004454728773
"4",784.605712336625,786.452835901338,786.512926039456,788.453011007388,788.512438927785,790.453629502568
"5",711.902125993606,708.760940194184,709.183600859899,710.610476007423,711.183505423443,712.438797012556
"6",880.898940902787,879.309548573474,880.442508826429,881.308205547883,882.442104621731,883.311576244473
"7",870.216385856057,866.041469182452,866.263654417275,867.102979833844,868.263777182771,869.216265639418
"8",816.652924590058,818.653256789978,818.653667362508,820.653077441928,820.487270165234,822.488183977091
"9",855.197912586191,855.077021503483,855.441129979431,857.077165779575,857.439696514863,859.077519752294
"10",893.729874157265,895.667908951232,895.343421344771,897.343161095941,895.196751734723,897.196751516007
"11",869.324229686821,871.197452342037,870.870110888253,872.865268005045,870.371030981579,872.370324131288
"12",857.539165047512,859.539146672947,859.539090261399,861.539077267317,861.344630364962,863.345019166915
"13",769.539360154177,770.041341716763,770.11159814952,772.13007245364,772.110925602635,773.887530036824
"14",749.100589281278,744.036251001901,749.073264802929,746.026821018823,751.073358917183,748.026739704489
"15",872.80371820817,870.841554711206,872.064349572865,872.83637608397,874.064404811366,874.836450590433
"16",787.833180453026,789.35441958204,787.430810724322,789.395627812051,789.440178906698,791.345789119413
"17",870.221896487806,872.221669129629,872.222655010717,874.221557036723,874.221763786688,876.222733061159
"18",862.62310726573,857.660190386508,857.925022702259,859.609430444925,859.925069083728,861.385359691387
"19",827.578169181853,829.408272991958,829.483767939783,831.408289046309,831.483875520467,833.408274031638
"20",902.902667157993,904.409974500575,904.027135304073,906.045964735119,905.006960448397,907.007931706275
"21",907.607655504001,905.270119085484,906.259294695563,907.2702031329,908.259831362863,908.587113416256
"22",854.340098461539,856.036594458999,855.864378815533,857.811169597359,857.865871361133,859.811179748072
