"","INGARCH(0,1)","INGARCH(0,2)","INGARCH(1,1)","INGARCH(2,1)","INGARCH(1,2)","INGARCH(2,2)"
"1",2472.08664989538,2477.33606821628,2476.3828420934,2483.00540962003,2482.51048786583,2489.13130802207
"2",2441.86382146822,2444.72907038975,2444.97321865997,2451.2453377443,2451.59341626894,2457.8656707598
"3",2606.17886659178,2606.77399092917,2605.04141140179,2611.60932953652,2611.66148013129,2618.22932743777
"4",2546.45775226702,2548.47667745587,2550.14497045204,2555.0988242057,2556.76425423739,2561.71955982301
"5",2519.56845270316,2514.81003781346,2510.6946374509,2517.31586133582,2517.31532610138,2523.88396018203
"6",2582.83875644387,2578.5295022325,2579.97360855747,2584.92189851007,2586.59380861287,2591.54177914705
"7",2631.24276145583,2630.50573461711,2629.6522704105,2636.1536111119,2636.27259501,2642.77353175993
"8",2554.43225193159,2559.50115152896,2558.8626439639,2565.48290734658,2564.74047758883,2571.36043628558
"9",2521.61718118166,2522.71392905904,2523.45531776357,2529.33421929442,2530.07606070988,2535.95582916371
"10",2556.80299617975,2559.35557002058,2555.30676390011,2561.92696706358,2560.98462589569,2566.97306144807
"11",2563.33338661582,2569.53505147251,2569.40720175288,2576.02703099789,2575.06222819286,2581.68171880012
"12",2532.85465408123,2539.47433705634,2539.47560876114,2546.09514588292,2546.0954884788,2552.71459619802
"13",2479.08508602733,2477.43873536413,2473.733686292,2480.35385747654,2480.22423106991,2486.76369114034
"14",2526.37076182791,2523.57260957045,2519.01791546496,2523.26405061644,2525.63795044097,2529.88431239103
"15",2622.21508179426,2613.96657788345,2615.52781800178,2620.0753075009,2622.14753640851,2626.64861719223
"16",2476.63179774408,2478.26334139171,2475.67672760541,2482.29698141851,2482.23812847452,2488.80942214321
"17",2586.08485537467,2590.31543789691,2591.0605166025,2596.93585695269,2597.68057077256,2603.55556154014
"18",2534.6541360601,2534.69385239011,2533.70630488031,2540.32852688483,2540.08827761589,2546.70779305429
"19",2565.85359430825,2567.25485982031,2568.15847428777,2573.87534329567,2574.77858796306,2580.49397339958
"20",2575.33006640961,2576.0532433033,2576.43096737875,2582.67334570324,2583.05141633446,2589.29525973378
"21",2684.52903928603,2680.14955064052,2681.74893119423,2686.76789009184,2688.36951690519,2693.36560222506
"22",2587.67558177135,2584.52500675144,2580.91986689399,2587.02501650556,2587.53828897578,2593.64630886865
"23",2596.32610337404,2601.93860954113,2601.25055120803,2607.86992338473,2605.02549876367,2611.6443900324
"24",2558.66351056058,2561.03613521848,2557.43822030076,2564.05805201797,2563.73985744734,2570.35988001547
"25",2649.0913069721,2655.44682398894,2654.79317875993,2661.41386439734,2654.7828134343,2661.40349039321
"26",2541.38535544981,2530.28815433141,2524.71885002177,2530.90437850456,2531.33958049313,2537.51948765372
"27",2559.90808910721,2557.99818213943,2560.92356921461,2564.61854736238,2567.5434426261,2571.23855104846
"28",2586.77678416948,2587.10319436027,2587.79386501816,2593.70036714826,2594.4149650827,2600.15144450951
"29",2707.01422849117,2702.79615812653,2702.06978799917,2707.46669123185,2708.69006978106,2714.08676687868
"30",2478.19071579764,2479.69155698991,2479.82492083165,2486.05826713499,2486.44494775595,2492.67831336146
"31",2671.18276404998,2674.29218237507,2673.59519694615,2680.21636528712,2680.15774520712,2686.55395311198
"32",2531.00422526055,2526.38443614254,2527.43033252702,2531.97697954896,2534.05032435639,2538.59531408959
"33",2525.29474997196,2521.43164724484,2524.50414768116,2528.05054607203,2531.12500743876,2534.67079780218
"34",2546.187016906,2547.92783355537,2540.50295823893,2547.12265601069,2546.33064825844,2552.56645489703
"35",2609.6094084337,2610.48656486684,2606.79575834035,2613.40566425793,2613.41572593017,2620.00229669055
"36",2390.79147358863,2391.83494012216,2393.14422756253,2398.45740855751,2399.76478675578,2405.07653981789
"37",2697.72767518695,2701.50533921331,2699.57273766797,2706.19307797062,2705.77775027688,2712.11084519701
"38",2605.04696908889,2606.79858480454,2603.14961962305,2609.76957027743,2609.01125182597,2615.6313098777
"39",2551.25916625373,2557.86888080449,2557.8714270717,2564.48530489232,2563.36188103884,2569.98102464246
"40",2635.38239147104,2630.73111437458,2631.33527309546,2636.6081368919,2637.95499868363,2643.22804426225
