"","(Intercept)","beta_1","alpha_1","pi"
"1",0.762842604006607,0.167697627478789,0.368258197382191,0.802961539271864
"2",0.547008605857003,0.173138000476801,0.480167066390286,0.823239137215399
"3",0.721448593853238,0.260778529490225,0.343408638922453,0.816307194923535
"4",0.871322618553014,0.203980109988501,0.270265459097734,0.794227113128793
"5",0.39909633760824,0.168370266332114,0.591254525471773,0.797288754737875
"6",0.731682979952838,0.202826706275666,0.416021519029839,0.787617626386683
"7",0.59933690795693,0.221961907882754,0.44628351697947,0.814605531519213
"8",0.800619186889844,0.216916352460614,0.319786989841663,0.826353602188774
"9",0.821005492432202,0.231124013558374,0.296501368550914,0.799689445032748
"10",0.542698758356633,0.178293876200639,0.501832459696151,0.791173567525435
"11",1.12592079037292,0.233523201944565,0.150757544465804,0.798463043604802
"12",1.36172383714969,0.211968359651997,0.0193088748656465,0.812497206427769
"13",0.360749020653155,0.15167549179855,0.639432188494534,0.811239673594891
"14",0.532792644996369,0.128091337500471,0.556767841141493,0.744658277318897
"15",0.548971323097058,0.16438204141637,0.536302755474342,0.790324890811321
"16",0.680093792897111,0.20021675844744,0.397748181944021,0.822181336409226
"17",0.925055088151829,0.191419745127458,0.299928758736611,0.798634165219539
"18",0.668460188310707,0.232216606453916,0.40044846033215,0.796311641018251
"19",0.864245787137143,0.191487786541386,0.310822766533931,0.791430526945401
"20",0.825367213012252,0.295777125219595,0.240999626755995,0.810380476875109
"21",0.762573094844104,0.227212014387216,0.372811304518169,0.801872537119929
"22",0.559343766410458,0.156995754974105,0.519734720261628,0.818479140364739
"23",0.612009464044633,0.2032956411734,0.45789616027095,0.811424851653551
"24",0.643759571952947,0.162171490640487,0.477822987192575,0.808721136557935
"25",0.822288196085949,0.17126729659621,0.382256473305534,0.777997923021566
"26",0.412483579154371,0.191262749839522,0.565450597970708,0.803077691587785
"27",0.826056698772633,0.191762217872696,0.34428437194088,0.751640889555069
"28",0.788208134467381,0.169387581100454,0.37228085701167,0.802520949626928
"29",0.80291726560021,0.196895664751951,0.381820814635668,0.800419512784958
"30",0.76460679058648,0.185194606217846,0.346987996286646,0.774222524028786
