"","(Intercept)","beta_1","alpha_1"
"1",0.129747639500656,0.030420656733998,0.0636692435142464
"2",0.115259865424991,0.0343644314119487,0.079520565459501
"3",0.0940525623597699,0.0279562378502191,0.0520961491985876
"4",0.116121705807642,0.0297351027663759,0.0619525482383296
"5",0.123554472953299,0.0376703799448218,0.0812512978031893
"6",0.114982480967009,0.0352589594528714,0.0762896392847257
"7",0.163128497794297,0.030778344925368,0.0796160952250472
"8",0.0974986005471246,0.0351209998636782,0.0696887884111503
"9",0.12106711958875,0.0302712687257794,0.0616524531679712
"10",0.125398521718992,0.0363713278661754,0.0812749047163772
"11",0.105939031467052,0.0353008464045463,0.0707174031233054
"12",0.212510133559439,0.0365163025007011,0.123504361646527
"13",0.117670940999568,0.03325955045383,0.0790893767822571
"14",0.127076981751408,0.0296867346288792,0.0696972118168829
"15",0.0971338533999133,0.0287154966239008,0.0547328019214909
"16",0.129615212928332,0.0372218789261236,0.0835615827153504
"17",0.09212716385817,0.0285533266969924,0.0534016418360482
"18",0.176078904887849,0.0312305127411793,0.0901855339952226
"19",0.148311343984928,0.0323842286558289,0.0736229253291842
"20",0.115683363938862,0.0356171874673013,0.0780260358820757
"21",0.111190256802514,0.0303042750883857,0.0575875249593713
"22",0.140361262828891,0.0362159548237414,0.0849995116770597
"23",0.109184968705195,0.034131622194285,0.0731160133219557
"24",0.120513666201986,0.0341831999326375,0.0806759772622675
"25",0.132797482329992,0.0287959937191171,0.0751860890385508
"26",0.1055851970147,0.0347092625776966,0.0714447504477824
"27",0.148427920122655,0.0304239045146923,0.0714586761403592
"28",0.132388353896281,0.0303131862278048,0.0694376715408635
"29",0.101309282972219,0.0292571773569317,0.0592210729609737
"30",0.105085183217865,0.0332136246463339,0.0728179128367413
"31",0.103893160310057,0.0336900940847802,0.0702373345850219
"32",0.109300150079473,0.0283403929829227,0.0587983015504722
"33",0.113633479901996,0.0354237880128733,0.075778678317566
"34",0.118320716408177,0.0306380903062834,0.0668349575695923
"35",0.14238501978656,0.0315780976636181,0.0708054443519791
"36",0.116068858482293,0.0295136759344483,0.0630229906785403
"37",0.1491670276875,0.035847707852357,0.093116278358203
"38",0.156969905295061,0.0312932623122749,0.0790609668633047
"39",0.113326077218203,0.0302613523763134,0.0629232038709135
"40",0.142635081048712,0.0360544969770611,0.0875240909141685
"41",0.0805088401395169,0.0350067241106421,0.0613898536642397
"42",0.123890673893174,0.0366256889275358,0.0800668600942212
"43",0.130242806498469,0.0302034503847237,0.0688285591884111
"44",0.142704667860669,0.0311823097617195,0.0729236473808818
"45",0.13802832158761,0.0353883974309238,0.0902798618868415
"46",0.131579049611942,0.0308789767298374,0.071524047565951
"47",0.105794235543988,0.0291899402467097,0.0558870755744233
"48",0.102643355707559,0.027438670907852,0.0578511878634164
"49",0.117776414178522,0.030272426538927,0.0644561164733911
"50",0.14574298786325,0.0302658584600594,0.0761286256545583
"51",0.0961945601772877,0.0294360230564396,0.0548060234434249
"52",0.12975759355986,0.0357081749096561,0.0831951079002014
"53",0.113371184517891,0.0289244222244304,0.0651824150020258
"54",0.126650402725231,0.0346583560580397,0.0830352445120771
"55",0.0997778413498271,0.0272252641011368,0.0537579859333884
"56",0.141841920235395,0.0363758576541637,0.0881659385211164
"57",0.105893314952058,0.033744398989275,0.0723309186818418
"58",0.124689925058558,0.0337041620736175,0.0811340409119885
"59",0.0772470147846017,0.0284310405251297,0.0438805270773352
"60",0.0980061128718214,0.0288979244178398,0.0526891908792101
"61",0.110527432121412,0.0345729898515851,0.0739296530011996
"62",0.124356525171738,0.0300234941720198,0.0693089002492217
"63",0.126611164717544,0.0334438757917221,0.0805328316901235
"64",0.11559920034582,0.0307327358260999,0.0607794976627576
"65",0.120315320135176,0.0307250625025093,0.0637822588080961
"66",0.134082224618488,0.0342430325982866,0.0838750535587789
"67",0.123628734434354,0.0302661323387098,0.0663940812079716
