"","(Intercept)","beta_1","alpha_1"
"1",0.476026461038107,0.0466853642742369,0.270964660891622
"2",0.201507804312607,0.0457434689598819,0.140184323724985
"3",0.187194049243089,0.044393951262203,0.118648488789176
"4",0.21652266185157,0.0440870238121737,0.143332667966101
"5",0.257821754834794,0.0423416984262566,0.163627863019406
"6",0.141173927870842,0.0404363194651354,0.0959550488023521
"7",0.322357924682747,0.0425951722393405,0.193109254572966
"8",0.401495225353329,0.0463437694476911,0.23798953584988
"9",0.257871847759322,0.0403491714317744,0.165814420386756
"10",0.299584766454716,0.0456035728978179,0.178766582125828
"11",0.181599778389196,0.0407483307187868,0.12348950577627
"12",0.245523649697408,0.0408808188284301,0.178872953209059
"13",0.141475988285103,0.0443126815542672,0.104123505764524
"14",0.149623436202401,0.0351053886457485,0.101980957430231
"15",0.218810162362461,0.0443459066198149,0.134027543033607
"16",0.366864267631164,0.0456692140001374,0.220989358664938
"17",0.327662831236461,0.046330336357657,0.193778051552272
"18",0.177758085746745,0.0372345258160636,0.0939931955253517
"19",0.189995522638377,0.0450598287331467,0.132554380879683
"20",0.411705317327853,0.045033403300764,0.247206895654517
"21",0.409552792567726,0.0457458683900264,0.25070944295354
"22",0.197643872405218,0.0458238870288583,0.127244592385713
"23",0.15948600955535,0.0404842228795614,0.111098791028336
"24",0.137289794451687,0.039362564749196,0.100382313484426
"25",0.212464562653271,0.0447385217240399,0.138919850673861
"26",0.139264657942529,0.0385460567822713,0.0973609241276809
"27",0.271845365479759,0.0439969363567759,0.177945896065401
"28",0.498207840514429,0.0466687501995111,0.27849183177482
"29",0.299302303751683,0.0464921234584646,0.189828519547845
"30",0.290148260023667,0.0447637167050455,0.183601519368686
"31",0.20073440416701,0.0474699336999777,0.148977544973194
"32",0.285287724247667,0.0438350769863368,0.174733582712966
"33",0.234914409116579,0.0467217581257236,0.143714667338894
"34",0.320614608026574,0.0475590486594275,0.193405887056911
"35",0.199327070833246,0.0414756930951439,0.136859225750474
"36",0.301248977673324,0.0461283432491979,0.185794629727479
"37",0.334530644067075,0.0460561560502552,0.209114726888523
"38",0.210780463312614,0.0452451693671641,0.142331341533136
"39",0.252755458611484,0.0460254176539549,0.159044370437426
"40",0.328389109274975,0.0457380885255677,0.219178912626862
"41",0.406703045388317,0.0426915540529063,0.269751060461057
"42",0.20941836366367,0.0419913711783567,0.13363420701482
"43",0.0444114782767812,0.0332888537648338,0.0464272769562001
"44",0.191778847606702,0.0422738576049634,0.129506810744984
"45",0.22541805118444,0.0454180089836601,0.14263179650061
"46",0.223991304855253,0.0423263744423412,0.135925933789159
"47",0.21865540493672,0.0425011501633946,0.143193651832742
"48",0.222751729281045,0.0460988800487837,0.146463096606016
"49",0.252986551103784,0.0462270853710668,0.170466303936372
"50",0.231780646833159,0.0446873603275432,0.13884543876656
"51",0.379898390313327,0.0428834677463775,0.218329603349139
"52",0.111526124539244,0.0357931405829719,0.0776665735407586
"53",0.2902287224431,0.0470079760348212,0.167709976052667
